worker_id,score
A3QDBNW2H8EMFW,1
A3GWRDHAURRNK6,1
A2MQMMCVZJTFL2,1
A35BDRQ915O6VO,1
A38YLXHJTSE5VD,1
A1Y3IPBBZQTWR2,1
A3KPNQGV1DGJD5,1
A3TQD8CNO16IZK,1
AZIDKXJ72ZREB,1
AELOYBHVZFDW9,1
AS1KP4SMNONQC,1
A21IUQEKZ6JF8O,1
A12X8RUSITV7RU,1
A6717SDXOR1OP,1
AGZ4MDF3G7BL7,1
A3EACFQ6SA5TDI,1
A1QXW6HGZCSSNV,1
A2CWJRAEFZ44HU,1
AL51KTD0WITH9,1
A1GJA1FJ8H3ZOV,1
A1HD64C9ECQ6TF,1
ASCTCB5BHNS43,1
A3OBX0VX5W6VFJ,1
A1QW2XUJ7KZCV5,1
A6U2C66WQ7QQN,1
A3M0L33TPD346S,1
A3JWOB5IEJCDZC,1
A3E65QA8DZX26T,1
A3M7KQYOMDA2MA,1
A2KI0ORVSCIUK7,1
AOMFEAWQHU3D8,1
A2MYLV7DGUL42B,1
A153HLAVH5FILS,1
A11BACV6DY5S8M,1
ASUYD8BPYM85M,1
A1S2NQYJGZ0C5F,1
A1YTB9G04PC71S,1
AYYSG3O9FNU15,1
A2G4LF9B21Z28Y,1
AKWIRTRUXO6R5,1
A3MAK5EFNKNO62,1
A2QNLENFW52IHJ,1
A2W582HH1EJ7QT,1
A3TBG0S2IEBVHU,1
AY7WPVKHVNBLG,1
A399GYOD60WD7M,1
A2B58J84CCUN6U,1
A3TS0KMBDEEUVX,1
A2DVXVQHR2FYZZ,1
AHPOOKYE7V04D,1
A3143407CBNNQ6,1
A3RT82GOZ3OGJO,1
AHQYU6U475S04,1
AP4V2ZJBL4TA4,1
A3DJ43JL312TBQ,1
A1YXQDZYCKILTT,1
A2PBYJGWVOA933,1
A2GM5BW75YCKKW,1
A30AMDO3KY5HQC,1
A33CS9OHRCSPO0,1
A71C9WY0242QU,1
A2VUF0V7HT51Q3,1
A18E16UFE351U6,1
A36PRVA7D0YNHH,1
A3V4YAV6AG5RTL,1
A0450532L5P3GX6JEY8C,1
AVETYUW22KOTK,1
AIA7RZSAONU5M,1
AX8RDFKYAO9BX,1
A25N0K40JAZTN1,1
AICFZPQM4C1I,1
AQXRHIMQ7UK7O,1
A1AMGHYG5PT0L2,1
A3NUIEPMZSHEZ4,1
A1ZE87WEYCA44A,1
A17VJGXGBNEL9E,1
A27ARZT8R4B7IE,1
A2CIRSDBG6NQU1,1
A1LDO8EYGXOA9D,1
A13B52O6OQBPO,1
A1U8RH67FLZW87,1
A1E3MR98PNWZBD,1
A3TN3GQAO61BVB,1
A1ZZN2IXEPZU54,1
A7SXWHGK8B40R,1
A2GPHM4UMVLN08,1
A7VQJN8H4QMI6,1
A219VCQZADQ45W,1
A2EX19ML8PJWIR,1
ASI6KXF2GAUTQ,1
A3RHFUBEK3JC4V,1
A3QUWIT972BYUH,1
A20863ETFAXW1D,1
A321WQIFK10UV3,1
A23OR0D1FCUVMM,1
A13VP87EMEEGML,1
A2QUH7ZN2VHOZX,1
AFHD81VGCBAUJ,1
A3HIOLH6I5HKQS,1
A2EK1HDV4I4GSK,1
A1YY9C43J4LJTF,1
A12U1X775E7RD9,1
A2PEPD3DX5UOM,1
ARZ8RD515W6E0,1
A1O67YS3DU0ZHX,1
ASQ460H8M8OOT,1
A2JJIYN79SQWT7,1
A3CI73EFDLS3OF,1
A2EE1ES8TUMNCM,1
A1P47Q6LZPLQ6P,1
AX5X0WANI5V7Y,1
A59YVWT4H3I1U,1
A1FGKIKJYSL1MI,1
A3G3G7SCD88G1J,1
A1TEVUU2U1VYYV,1
AYYBMS4XQJ9AP,1
A2AA29XJTLZEDG,1
A1D7DJQJIJG6EY,1
AGZ0KJNGENZ1J,1
A5E2P5F1AXYZ1,1
A31PW970Z2PC5P,1
A1NLP66FKHBS4V,1
A22S5025I38LO7,1
A23J0BNIK7TB1N,1
A10E3V94MQ9IVU,1
A1UY2W2FL9CWN,1
AS0PN9WONYMNC,1
AH7I3K3OJKA5L,1
A3JUAN2Y9XTK5L,1
A1LJGHG6RYGLMB,1
A3IC8W32FQVLLB,1
A2LAE5LO34AK,1
A39N38SJ4SPW94,1
A2HEZ4001GAES4,1
A2OS3NGWKOM69E,1
A1L3F0WOHD0RBS,1
A2ZJSBAM7CVBKP,1
A337P004SPP0IA,1
ACOUEGRDJO7B6,1
A1UA3NAIZI4G32,1
A2SBN9B6Q3DN2X,1
A3FHIX6HE7YINC,1
A3DDIZ6949RDW2,1
AKAM01E1R4KAF,1
A3NTT6SKMB7SHA,1
AGRQAFDCB6WTN,1
A1SC2RFB9W6BSG,1
A2L3X4ZZ0J2DZ2,1
A3843S9LWPDN2K,1
A3JGVZEXXELM3C,1
A2CSV75E3JT58Y,1
A1R0DIJHIE1LOC,1
AWBXHIHEYDUH6,1
A2ZNA1LIITFQJN,1
A3W3TEOEEF4Z3X,1
A105GUJGUWPA0K,1
A1WKF2VH7TV0H2,1
A2TI0DQEJWXWDC,1
A2JKETV64OU7DY,1
A39J7HS3JV8CN,1
A10MSB9X1UFLJ5,1
A3VI4U6TK0FBF1,1
A5BMKZRGHNSRT,1
A1V0JTFQA3X0HZ,1
A76WEZ9QGREEM,1
A165B3KWNDSHYS,1
A1A2X0T1XE8K89,1
A3H2U99J1MU7VF,1
A277V4SHQB8JRS,1
AAR6MYZQ0EYMZ,1
AYIFHDQSXQJ6B,1
A11JC9IZ7WY72T,1
A17VTY560K4N58,1
AIZI4PI0Y2FI1,1
A2P5UUGSWI9OFD,1
AW3QNBWHGXVQK,1
A360G2OGSCY9ME,1
A34D4IVRN933FJ,1
A76LVRBOJ7WG1,1
A3DRKJIAWYMA9F,1
A1YCJFUS1DFN9S,1
AI4AO0O0WIJF7,1
A2F2K4O3Q34SXI,1
AA4O2W236E3FW,1
A3MBLNDE5NOGX1,1
A34LAJH3Q4GEPC,1
A3C86OJASQ2HYL,1
A37O30WLLHE8QT,1
A30SB626RUIPPO,1
A21EZISIJ3JPSW,1
A1ZAK79QAHNW2J,1
A2DLH5XGBNYXWS,1
A2DN53DIE3049T,1
AGKCK081EU63R,1
A26ZGP2V4T81HL,1
A2EL1B9BOAJID,1
AAC9DJ81ZXUE7,1
A2W5BVSBD1G08A,1
ARRDX80YC13VD,1
A1DD23J1WBGQUU,1
A3BSK47WPPE876,1
A26ZENZ5G8AEGM,1
A25XQ0GFZ57PPU,1
A3IP5SDFSHF1R0,1
A3G5IPGLH1IIZN,1
A27RVVHK9M81ST,1
A1PRRDIHIHTHJV,1
A3492HL94OVDR5,1
A3UD7T1L80TCR3,1
A1E31V4KC175MR,1
A25N802S4J344I,1
A3MKQ62CNO0MM8,1
A37PNAIK1TKLVS,1
A352XJEMFHYGMZ,1
A15MD1NCLTDM4G,1
A22ZYDQ7VRH6EL,1
A8289AEOKHKV4,1
A2HK6DECU353FZ,1
A35XZWOXH6ZDS6,1
A1YNBQAKX6FUVW,1
A3SQV2L85UE5BK,1
A4J40G6LD25LG,1
A3FU3F8FJN5K5F,1
A2RCHJZQFKP6LT,1
A221J0YB28SBLI,1
A363SVHBXKD0MH,1
AWZ4V9KQZ19BB,1
A3SKEW89V5S0DI,1
A27VIS8YL07EID,1
A3MYPYBVHX7FQ2,1
A3DUZ6WCFZRLX9,1
A1P14N5TF1M7BL,1
AWTBENF2BL2IQ,1
A5KU3E96BTL5V,1
A2LW7MR7OP748L,1
A5EU1AQJNC7F2,1
A2TLQXGIO2LJ91,1
A3MELYYGRJ61SX,1
A3Q9H7A8J8GR01,1
A5XA80WOF4HOD,1
A32Y2DA2CW8YWN,1
A3IJ76H1FTEEHH,1
A3NTBETQNE60L0,1
A3T5UAYFKJBVTA,1
A3AJR1PM02424Y,1
AD15OW944ZV20,1
AM2KK02JXXW48,1
A27GH5ITK5BMF0,1
ACEXDRLUCPDE2,1
A3V2HVY764HJS4,1
A1ZN0FS9ZHSNXB,1
A1MZ4BP7R061DJ,1
ASI87SMGFEGLK,1
A3JUPCWYN6N6H4,1
A1UU6287ONVH4U,1
A3B84NGQT7Z9WE,1
A1R0NGPP4NGUTE,1
A1T8XW7HX5EREL,1
A39FZ959WSDWYJ,1
A2567LI0Q4U47X,1
A3PLJLUKN3PEA2,1
A2R75YFKVALBXE,1
A13KVTQ97TZ1PO,1
A30J4IZCMCR31F,1
A1E8PIR82KIJEP,1
A15Y215D57OSO5,1
A39K4JNYDU0QMJ,1
AXTZU0PO55S3S,1
A3L0DCUXI7X3A9,1
A30T7NTZLBK6DF,1
A28RX7L0QZ993M,1
A28LOT01MYVYYJ,1
A21HYG0E8SK3ZZ,1
A1YTNGH5SMM2CJ,1
A243C0D59TLL7O,1
A3942QGFYCSDRM,1
A3Z44CGQUUJ1X,1
A25B548FUCQD04,1
AV8T375ESPPPS,1
A2LCT3DAE0XVL7,1
A1LBJ5IX3YHCUK,1
A1M64R8HPYNNZA,1
A2NXSMA0NSZ92N,1
AXXFNNU3O0D5M,1
AB16KUK5KUHRC,1
A22ZVIE16COF5D,1
A3QJMPNG6D63ZV,1
A14GRG5UAY6Z41,1
A3NRIEMOJVVX4A,1
A11FHRIUGW7NFB,1
A1TEIAO2Q76L4E,1
A2S7MMYI24QSRU,1
A2J43GKTP92XM2,1
AF0W4ZBY7VXOU,1
A3EGRIP3UG747F,1
A38N2MBXP7IOPS,1
A17K7GPL0TSQUK,1
A1ONILGBGJ8Y5K,1
A3JBGWW9QPK96N,1
A1LRRJAV3X8QA0,1
A3TAWDI1FLZVD3,1
A2UWEAIX8UZXAQ,1
A1QNC08T9AJTNL,1
A3EG94296X6Z83,1
A253RKS1MZTGFU,1
A1AFCTV7V6P728,1
A2WPKP73S4MBLK,1
A2JDYN6QM8M5UN,1
A80WPJSYIU9LT,1
A3V8IWD99YI1KW,1
A195MOXRMNHRVT,1
A10DTLF1LXFY0V,1
A2QX2B50DM45E2,1
A2P8W649FMPR5O,1
A2P8VR6J0Q7GXS,1
A1IQV3QUWRA8G1,1
A1XUZFDVKP95VC,1
A3VTKOX3FWJ0UT,1
A1T4GVQH4P0BO,1
A2XS49LRNX8PD4,1
ACXP8KHFX06KR,1
A31U7VGTEOY2RG,1
A38ZV8LBZ034IZ,1
A5XRXGOE50JXB,1
A2SQRCHF1VNJ0X,1
A283W4862AJY4G,1
A1TFEBO3RKDV8,1
ARTARDCXLJ5H6,1
A3UQM89QJ1V6M4,1
A2FQVRBXJZQAWT,1
AOO39X8E3OJYY,1
A1AAP4BW3TDT67,1
A2B63ZNQC7ZYRL,1
A17FYMZVQ56MGG,1
A2CGULR0BMGYOR,1
A1XHYQPIYGOLRN,1
A2DDPSXH2X96RF,1
A2RBF3IIJP15IH,1
A90HAJSXGIXXZ,1
A4ZCS7YTJS0DF,1
A1WCQRVQC6BVA1,1
A2UJYLP86SD9S,1
A29Z7CCK4KBCRU,1
AQZF7SJCVT9GT,1
A3OODPFBF6R2PL,1
A2IBTYRQIZX1N6,1
A2XM2MNPSM2PIY,1
A2QT68NJYAJV9P,1
A1Y38T7IZWJQAE,1
ATG26IZHQX5H8,1
A36A780ODXBDEH,1
A3PIVSSF1BR9II,1
A2I48DCI8GEH2M,1
A3UQ5DF8VVD975,1
A1FLEFIVFT809G,1
A235DXY5FJN0IW,1
A292T1OXCVXN78,1
ABHGKLWWU61KF,1
A2OATZCX1YXE77,1
A2615YW1YERQBO,1
A3W4MAKNDI1SXM,1
ASFQ9G5I1CGE0,1
A2P2V7MZCENFT5,1
A2YLGVEWHRCM3N,1
A1E7AQE8GKVRC,1
AVR4GVIJKP26E,1
A21FSF2MCK11IR,1
A369K7I5SXBPNC,1
AOIK8K4X34LGR,1
A30WRSVHIK1KYW,1
A3GXC3VG37CQ3G,1
ACK1HEO9MGFQL,1
AOB6ZJTDB416G,1
A2ZAL0HAIBS9QH,1
AEGW8HAGURDRY,1
A1IS0218RVG60K,1
A3TMHPQVI7LPLO,1
A1R66QUSIZZ175,1
AS2WCX025VMT,1
A3A4EIML2KVC3D,1
AVAOHHGTBZWFJ,1
A1GJ4AW8SPF1HT,1
A1OD9OA9B34FL,1
A1J1KT1EGGAKC5,1
A3PJLANVHZPRVO,1
A3Z1H0S3K0G5H,1
A3EU8ENRH654SB,1
A3ENLIC1SKPJTD,1
A1F5E941TP0UIZ,1
A2G2T6EMXAOKMS,1
A3OKWRLKLYVH4F,1
ARRUO9EHU6IWM,1
A1XI0W1Y9F9ZWR,1
A11WCFPJSR5VZP,1
A2YTBBQO6DL5BW,1
A32V7XRRKMUFFR,1
A36XJQ9DNZ8W98,1
AX1YV8YNRW0GB,1
A146CZEWOLOU9P,1
A27MTWP7NWZT3S,1
A171WYHYRYMYQZ,1
A3I9XLIHPPWPN1,1
A4RYN4RMLNPJ1,1
AA3WNWACBK6MI,1
A6MH8EOZSH9OQ,1
A31681CCEVDIH3,1
A1AIMKA54UBYIQ,1
A3PRQ2GSU42718,1
A3D8ZG1VV5FO35,1
A26LOVXF4QZZCO,1
A2UGM73EHLK6XI,1
A319HPP13ZAEMG,1
A1KMEBRRTN67LP,1
A1FVXS8IM5QYO8,1
ABULTIU20G1NA,1
A3AZ8P0AON4FXV,1
AXJVILX6YBYRK,1
A3VDVW3KIJK39N,1
ANCIB6B6EBBIJ,1
AMV4B00DSQDVM,1
A3MJSRPH6X7RJ,1
AQAXDL1INQC9Q,1
A3FXVNZ5VG98IP,1
A1DL33CNIMD4FO,1
A3EQVDHHKZRC0K,1
A2F2SXDLZSYO10,1
AX7WITN5DWW6U,1
A1KLTPBLZUYKFO,1
A1EHACCUXENKC4,1
A2RCJ30AFLCI54,1
AP26GRD3QSPRP,1
A2NVO55DO76R80,1
A2AJLZYC58RXS6,1
A3HSMUPSPOKD0M,1
A3PPZ0USXDFBJ7,1
A1PWFA8HAM4Q2D,1
A13C8E3CBY2SPE,1
A28L1K6D8QUCML,1
A1G58M5YLPBZPD,1
AQMLJYUQCSG22,1
A3GMFKTAQLY6BU,1
A3TUJHF9LW3M8N,1
A39D2O58VQ5GMO,1
A3PYT74DUPKM9R,1
A1LES3P2C6R56I,1
A1T6HER891K5B7,1
A324M5ZRHX7RUV,1
A26376A6PIQ58H,1
A1CE2XPYCDRHVZ,1
A1X84CLJ7N1PLZ,1
A372RONRIOLZM4,1
A1COQN0KWD4WDH,1
A2137K4XEU12TI,1
A2GSJLX3J6TMDH,1
A1KYRHZQJ2XGL4,1
A250WVDB98CZOP,1
A2VD6ZMLVQ56RW,1
A1C0R9LZ0K51N0,1
A2KUGRLQ19Z6NI,1
A33FND7SQME47Z,1
A35YK27LJTN58X,1
A1JX8GX9NEO74N,1
A3QSJY1FFN0N6V,1
A13VS19CV45BOK,1
A26MRON9XGPVB5,1
AVD6HMIO1HLFI,1
A1MUU1KZEOL8QH,1
A30ZX8YX21449F,1
AS8XVJ2TNN58J,1
A2MD8YUPQK8S2H,1
AK7FDS2KRJZLA,1
AKSQ73RWZ9428,1
A3BZVFD82AVLT8,1
A352Z2LO3ZOCG0,1
A1AFPXC0FVLK44,1
A1WDKH2DYOYE8X,1
A26RO8GGTQAXGG,1
A3GTPW3MYSLMR7,1
A3023OKFZPWR4E,1
ACI0C2WU1NABK,1
A17TKHT8FEVH0R,1
A1X44PCQAEIQ78,1
A1W1X3S1Y0RKF3,1
A3CLBF224TRYC9,1
A2WNPDFT4YTJJG,1
A37T1MVUL5YIC0,1
A2MDFKOD2G3R4D,1
A2ODQ8SXX5HTZV,1
A3HTLXAPOBCVVO,1
A3124SRR191UIL,1
A31FWAPPZV180V,1
A30FIPRPFQRBO6,1
A1LK4T9P64HPV6,1
A3LKIY5BCZ2RS8,1
A2I4VNAS21FXCE,1
A2JPOXYZM5AJZZ,1
A2RBV8QKS4HQY9,1
A3F90N8YVKJ4I7,1
A1IL81UMEC9OJI,1
A2IZAD6SRVCPRY,1
A27HVVLSZZ13XK,1
A2XJPQF9BIMJS0,1
AMNRYECHXZY34,1
A3LVDUYETYTVO0,1
A3N15463MQO5VF,1
ARFNI05RS4BZ3,1
A1VFOKKVJ7B9D6,1
A1RTSWQLSN8FKX,1
A3QJ65X28EAZS0,1
AXU73FUENAD66,1
ABG6C7H7RQBGK,1
A7ERZELTAMWL5,1
A1ZDR2UN7M92LI,1
A1HYFB36R5PI0T,1
ARPBDM5QZ4XQC,1
A1A9402JQBA2AF,1
A241OXM83X8OYF,1
A5TI9UQEPLNWI,1
A1URG4XSUU07AK,1
A231NY4QEQ58PJ,1
A1IIUECI2HNG55,1
ASIIBJHP327J7,1
A2X4TZTILMIYVI,1
A1ACXKVOUQ19DX,1
A17KIXJGFCB7ZQ,1
A1LII4M7CS6C9I,1
A28Q19NTTP0UIQ,1
A1Y0Y6U906ABT5,1
A23JK6EV257I2R,1
ABLP1KUWW46S6,1
AFTSLCMJASJDR,1
A2W3Q8OCO18HEN,1
A1LGVAOEP77C1P,1
A38OOGMA0M6KFC,1
A651O93QY9A7Z,1
A36WGC00R5TWWB,1
A1XE5G7H6AO5HH,1
A6Y993N21XNS4,1
A2CFKHQCLSMCLG,1
ANRK2N0BB7HOW,1
AYXN53TNFG71P,1
A2DBGWUS5XWGFL,1
A10ZJQC7W1QHIO,1
A2HUJDDGBAAV22,1
A2ISMPE4XV2HQ9,1
A3U0KDVWCZ7VP9,1
A1I0DV4B4MFQCL,1
A1JVZ2MVPSFZA,1
AAIQLE701DI9U,1
A1AZGP16G9TURZ,1
A17AF42SNQNH9C,1
A31USOVE4ZIOCE,1
A5EP8OIKS4AGT,1
A3PBA2ZHVZFGA3,1
A1SFBJ5WW2OZTI,1
A2DF8W7SDWLURD,1
A1AJG4BGSRPC93,1
A306ROVVFUVWRN,1
A3KJK9KIHLO226,1
A229SEF35EGTSF,1
A18CTR5TVQEXQB,1
AMPR904VJJFZY,1
A364KJDYEBAWC9,1
A8X1YI90JPSGP,1
AP761OJXC1MAE,1
A2NYDCQ3Y6QS4Q,1
A367N22GT41MVH,1
A1LTLWLFZUM1A8,1
A1PLVSI37Y3YFM,1
A62RZY5BWOZZM,1
A18G2CLYSTENK,1
A3Q7DITNWEO0N,1
A0505289TSH2NC1YOHYK,1
AZLBLEDRP6UYM,1
A2IIR8HTRXPBOK,1
A24L1U5Y2RJALV,1
AVBRJBJONL47I,1
A4GXHVTRGW5P8,1
A20W85POM3LUUS,1
ACTSM15MED0KC,1
A265ZA1Q2R2TGT,1
A1ZUI06SCEWJSV,1
A3TD4VJPN33IWZ,1
AE298K1SUDSPK,1
A39ALHDTPHTWTV,1
A2PXJTMWGUE5DC,1
A1QEQ64E22TNUZ,1
A281NYJUA83Y3Y,1
ANX6Q4NMZL8EI,1
A19UED74G8FXN3,1
A2T675UCHNTSSW,1
A2583YP0HGTKAG,1
ADAGUJNWMEPT6,1
A1PAR1TMKFPKQE,1
A1UZ91EFSJFUM8,1
AEM163BZVZL53,1
A1QSUIQRZFQ85E,1
A2UHQ8GT6AS2WQ,1
A2YTTNEX6T1W1W,1
A2SXOQZNH7UCC5,1
A3191G66DZEGEB,1
A20CZCJPRP54G9,1
AHMXLLBHWNIOW,1
A3V3SQCM8QGYB7,1
ATRRVQWZZ87QA,1
A1U2IZQZ7A0ZGF,1
AEERNJB3LUSQR,1
A3TDPXTB6Y6H1I,1
A1AIOC950ECVUM,1
A163IXTTEZCCJ6,1
A1RHBKSDCWZTUC,1
ASZSPKARH2RXY,1
A1LDF2TSP9ORSB,1
A9X4HAOVSJH1Y,1
A3B0CMCBWAND7,1
A1S45LXUUWTU5,1
A1GEDEYV354HTJ,1
AV7A20KYBTQHL,1
A3E50NZCJNLDG1,1
A19OCD2Q0K2U6M,1
A1G5MFF89BEL10,1
A2IJGX2GSAWDUP,1
A1KFHUDQAOGWKG,1
AE63GABJL0FGJ,1
A2SL8R5B6QX4Q0,1
A1GTK51EOSCJOV,1
AKHKMEPXX1YZ9,1
A25PT4YG045XLB,1
A6Y7SZU9L301W,1
A1EU2GVLVPXVQ3,1
A1OC6IOF1JHM2F,1
A5Z9DOJRPICW1,1
A94F3WRO5J6SF,1
A170R0WAZC31WC,1
A2HFFHU98168VH,1
A2SKOPFTRTNFUY,1
A1H1TKK54YG94Q,1
A1FKY50UGDT5E7,1
A1MP4V8PQ1FFOE,1
A32613MWIE6YYD,1
A2CHDWKAYZ3P3E,1
A11FXG88VL23K5,1
A2TUUIV61CR0C7,1
A3F55JJCVTTCCW,1
A1P458P1C6JOXP,1
A2M2U7XUBA4CAN,1
A122V6CITY3HZ1,1
A2AH0SKMFGJ5AO,1
A1HGOFQI8TQCWB,1
A27Y81H0SPFF7S,1
A2RCYLKY072XXO,1
AJ8YRFXUNYNIH,1
A1HXEXQTZCJ1DW,1
ABQKQQ8BD24BF,1
A3V0D7BRUQEYO2,1
A3B581KG3S4VAM,1
A2SY0XL28MLUTW,1
A2LDVDDTFY3LQ9,1
A1HSDLI3UMQHPM,1
A2BZSAELJE8Z3,1
A1NVJB5O4H7ZCJ,1
A2BL54QCB07I79,1
A17EY5ZYMWZH64,1
A2HSX08DWDYJU7,1
A6TSV1WPP3GG3,1
A2ML4TEAJTDQD0,1
A2WJMGV0HKQG3Z,1
A2RBG0G82ULSZC,1
A1FMVUYV72MUO3,1
AGT9MCZWXR88C,1
A2L18Q7871EONK,1
A171MJLNWKLNRY,1
A3F7L0TIE1QEWW,1
A17DXR1QC8GWL8,1
A3GI28OVLDI9ST,1
AAWN288C221LZ,1
A3TV9D4TJ1RW3Z,1
A3APKUC67F9IMW,1
AVHCKUAE3WDZM,1
AOY5CF0UQUMO2,1
A2PCR8QD4GNB1K,1
A33RI08QRVG5Q0,1
AK8OOYYYKZF9V,1
A1JBSFXMMRGSQD,1
A22DP0ST9DWG9O,1
A1IDW05B60F5RQ,1
A1L3VZLK8DCFNM,1
A37E36IPU0BJX5,1
A3H9GL36HSQSMU,1
